Turbine identifier (GSRN),Date of original connection to grid,Capacity (kW),Rotor diameter (m),Hub height (m),Manufacture,Model,Local authority no,"Local authority
name",Type of location,Cadastral district,Cadastral no.,"X (east) coordinate
UTM 32 Euref89","Y (north) coordinate
UTM 32 Euref89",Origin of coordinates,Distribution company installation number
570715000000045769,12/18/97,600,48,46,NEG Micon,NM 1800-600/150,510,Haderslev,LAND,Kastrup,450,504378.039999999,6122549.49,SDFE2018,23067
570715000000045776,11/25/97,600,48,46,NEG Micon,NM 1800-600/150,510,Haderslev,LAND,Kastrup,493,504455.25,6122741.15,SDFE2018,23068
570715000000045912,2/16/98,600,48,46,NEG Micon,NM 600,510,Haderslev,LAND,Gram,14,505938.609999999,6124189.87999999,SDFE2018,23143
570715000000045929,2/16/98,600,48,46,NEG Micon,NM 600,510,Haderslev,LAND,Gram,14,505913.9,6124374.05999999,SDFE2018,23143
570715000000047572,6/23/98,600,48,46,NEG Micon,NM 1800-600/150,510,Haderslev,LAND,Kastrup,9,504185.03,6122627.04999999,SDFE2018,90221
570715000000047756,6/9/99,800,50,46,Nordex,N 50/800,510,Haderslev,LAND,Vojens,292,520289.28,6124566.12999999,SDFE2018,90435
570715000000047848,2/19/99,660,47,46,Vestas Wind Systems A/S,V 47-660,510,Haderslev,LAND,Vester Lindet,49,506929.369999999,6131840.59999999,SDFE2018,90525
570715000000047855,3/25/99,660,47,45,Vestas Wind Systems A/S,V 47-660,510,Haderslev,LAND,V. Lindet,199,507037.789999999,6131659.30999999,SDFE2018,90526
570715000000047862,2/19/99,660,47,45,Vestas Wind Systems A/S,V 47,510,Haderslev,LAND,heden,38,506843.799999999,6131674.04999999,SDFE2018,90527
570715000000048012,4/27/99,660,46,45,Vestas Wind Systems A/S,V 47-660,510,Haderslev,LAND,"Højrup Ejerlav, Højrup",1169,498089.38,6120671.41,SDFE2018,90621
570715000000048180,4/15/00,800,50,46,Nordex,N 50/800,510,Haderslev,LAND,Højrup,36,498164.799999999,6120856.67999999,SDFE2018,91120
570715000000048197,9/1/00,800,0.1,0.1,Ukendt,Ukendt,510,Haderslev,LAND,Højrup,36,498267.799999999,6120731.51999999,SDFE2018,91121
570715000000048258,6/1/00,600,48,46,NEG Micon,NM 600/43,510,Haderslev,LAND,Kastrup,523,505778.08,6124252.16,SDFE2018,91170
570715000000048333,11/3/00,800,50,46,Nordex,N 50/800,510,Haderslev,LAND,Vojens,292,520507.969999999,6124795.28,SDFE2018,91361
570715000000049507,3/13/00,1000,54,45,BONUS,1 MW,510,Haderslev,LAND,Lerte,63,517263.289999999,6133425.62999999,SDFE2018,200003
570715000000049514,3/1/00,1300,60,46,Nordex,N 60/1300,510,Haderslev,LAND,Marstrup Hoptrup,2,529290.739999999,6117041.95,SDFE2018,200104
570715000000049521,2/27/00,1300,60,46,Nordex,N 60/1300,510,Haderslev,LAND,Marstrup Hoptrup,2,529507.189999999,6117301.49,SDFE2018,200105
570715000000049569,11/7/00,1000,54.2,45,BONUS,1 MW,510,Haderslev,LAND,Jegerup,199,517938.659999999,6128444.61,SDFE2018,200113
570715000000049576,11/8/00,1000,54.2,45,BONUS,1 MW,510,Haderslev,LAND,Jegerup,6,517951.919999999,6128041.13999999,SDFE2018,200114
570715000000049583,11/7/00,1000,54.2,45,BONUS,1 MW,510,Haderslev,LAND,Jegerup,21,517964.979999999,6127637.48,SDFE2018,200115
570715000000049590,11/7/00,1000,54.2,45,BONUS,1 MW,510,Haderslev,LAND,Jegerup,1,517978.63,6127234.41,SDFE2018,200116
570715000000049606,5/11/00,660,47,45,Vestas Wind Systems A/S,V 47-660,510,Haderslev,LAND,"Maugstrup Ejerlav, Maugstrup",406,523209.58,6125481.75,SDFE2018,200117
570715000000049620,8/21/00,1000,54.2,45,BONUS,1 MW,510,Haderslev,LAND,Ørsted,13,515666.299999999,6132208.45,SDFE2018,200119
570715000000049637,11/21/00,660,47,45,Vestas Wind Systems A/S,V 47-660,510,Haderslev,LAND,Magstrup,19,524867.65,6127782.75999999,SDFE2018,200120
570715000000049644,8/15/00,900,52,44,NEG Micon,NM 52/900 44,510,Haderslev,LAND,Anslet Fjelstrup,249,538692.849999999,6132658.20999999,SDFE2018,200121
570715000000049651,8/15/00,900,52,44,NEG Micon,NM 52/900 44,510,Haderslev,LAND,Fjelstrup,5,538165.989999999,6132370.94,SDFE2018,200122
570715000000049897,2/10/01,800,50,46,Nordex,N 50/800,510,Haderslev,LAND,Lunding,291,535298.43,6118336.28,SDFE2018,200148
570715000000049903,2/10/01,800,50,46,Nordex,N 50/800,510,Haderslev,LAND,Vilstrup,4,535517.229999999,6118349.05999999,SDFE2018,200149
570715000000049910,2/10/01,800,50,46,Nordex,N 50/800,510,Haderslev,LAND,Lunding,290,535736.229999999,6118361.29,SDFE2018,200150
570715000000050657,9/12/96,600,44,45,Vestas Wind Systems A/S,V 44-600,510,Haderslev,LAND,"Hjerndrup, Hjerndrup",268,524636.3,6130295.07,SDFE2018,200250
570715000000050671,10/2/97,600,48,46,Micon,M 1800,510,Haderslev,LAND,Maugstrup,325,522423.559999999,6124981.33999999,SDFE2018,200252
570715000000050718,3/12/98,660,47,45,Vestas Wind Systems A/S,V 47-660,510,Haderslev,LAND,Sommersted,136,519434.309999999,6129143.41999999,SDFE2018,200256
570715000000050770,9/28/89,150,23.8,30,BONUS,150 kW,510,Haderslev,LAND,Halk,6,540473.55,6115477.78,SDFE2018,200261
570715000000050886,8/23/90,150,24.6,32,Ukendt,Ukendt,510,Haderslev,LAND,Hoptrup,369,529388.339999999,6113019.58999999,SDFE2018,200269
570715000000050893,8/21/96,11,13,18,Ukendt,Ukendt,510,Haderslev,Land,,,534868.859999999,6118942.58,SDFE2018,
570715000000050916,1/6/00,660,47,45,Vestas Wind Systems A/S,V 47-660,510,Haderslev,LAND,Styding,13,523633.489999999,6124691.42999999,SDFE2018,200276
570715000000050947,10/2/97,600,43,44.5,Ukendt,Ukendt,510,Haderslev,LAND,Maugstrup,326,522389.76,6125226.50999999,SDFE2018,200282
570715000000050954,5/26/99,1000,54.2,46,BONUS,1 MW,510,Haderslev,LAND,Kastvrå,12,522586.44,6129433.11,SDFE2018,200283
570715000000050961,5/26/99,1000,54.2,46,BONUS,1 MW,510,Haderslev,LAND,Kastvrå,8,521939.549999999,6129681.12,SDFE2018,200284
570715000000050978,6/28/99,1000,54.2,46,BONUS,1 MW,510,Haderslev,LAND,Kastvrå,9,520872.82,6128359.50999999,SDFE2018,200286
570715000000050985,5/26/99,1000,54.2,46,BONUS,1 MW,510,Haderslev,LAND,Kastvrå,6,520063.739999999,6128113.50999999,SDFE2018,200287
570715000000050992,5/26/99,1000,54.2,46,BONUS,1 MW,510,Haderslev,LAND,Kastvrå,117,521472.26,6128319.66,SDFE2018,200288
570715000000051036,3/20/00,660,47,45,Vestas Wind Systems A/S,V 47-660,510,Haderslev,LAND,"Sommersted, Maugstrup",13,524858.089999999,6129741.04999999,SDFE2018,200293
570715000000051043,12/15/99,750,48.2,45,NEG Micon,NM 48/750,510,Haderslev,LAND,Revsø,109,517866.46,6132498.71999999,SDFE2018,200294
570715000000051067,8/20/99,660,47,46,Vestas Wind Systems A/S,V 47-660,510,Haderslev,LAND,Simmersted,238,523913.59,6129213.96999999,SDFE2018,200297
570715000000051098,1/5/00,600,45,45,Wincon,W 600/45,510,Haderslev,LAND,Maugstrup,22,522458.739999999,6124736.12,SDFE2018,200300
570715000000060274,12/20/02,800,50,46,Nordex,N 50/800,510,Haderslev,LAND,Øsby,452,540133.199999999,6121073.41,SDFE2018,200156
570715000000060281,12/20/02,800,50,46,Nordex,N 50/800,510,Haderslev,LAND,Øsby,47,539853.63,6120790.41,SDFE2018,200157
570715000000060298,12/20/02,800,50,46,Nordex,N 50/800,510,Haderslev,LAND,Øsby,47,539571.5,6120508.49,SDFE2018,200158
570715000000749124,10/22/12,25,13,18,HSWind Aps,Viking 25,510,Haderslev,Land,,,529529.06,6116658.37999999,SDFE2018,
571313134499053264,10/27/16,10,7.1,21,Ukendt,Ukendt,510,Haderslev,Land,,,,,Stamdata,
571313134499502939,12/18/19,25,13,18,HSWind Aps,Viking 25,510,Haderslev,Land,,,,,Stamdata,
571313144100988199,4/27/15,10,7.1,21.4,Ukendt,Ukendt,510,Haderslev,Land,,,497656.979999999,6121096.42999999,SDFE2018,
571313144100988526,6/18/15,10,7.1,21.4,Ukendt,Ukendt,510,Haderslev,Land,,,,,Stamdata,
571313144500799982,12/1/13,25,13,18,HSWind Aps,Viking 25,510,Haderslev,Land,,,537317.109999999,6133516.70999999,SDFE2018,
571313144500808264,10/29/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,510,Haderslev,Land,,,516819,6134296.74,SDFE2018,
570715000000025808,10/14/98,750,48,55,NEG Micon,NM 48/750,530,Billund,LAND,Bøvl by,6d,495003.38,6192977.20999999,SDFE2018,16075
570715000000025815,7/23/99,750,48,55,NEG Micon,NM 48/750,530,Billund,LAND,Bøvl by,2p,494956.64,6193119.75,SDFE2018,16075
570715000000025990,12/12/00,850,52,50,Vestas Wind Systems A/S,V 52-850,530,Billund,LAND,Juellingsholm Hgd,5a,491653.34,6188962.75,SDFE2018,16087
570715000000026003,8/13/01,850,52,50,Vestas Wind Systems A/S,V 52-850,530,Billund,LAND,Juellingsholm Hgd,5a,491729.599999999,6189147.29,SDFE2018,16088
570715000000026010,8/12/01,850,52,50,Vestas Wind Systems A/S,V 52-850,530,Billund,LAND,Juellingsholm Hgd,2d,491905.919999999,6189057.59999999,SDFE2018,16089
570715000000026089,8/30/01,850,52,50,Vestas Wind Systems A/S,V 52-850,530,Billund,LAND,Juellingsholm Hgd,2d,491853.159999999,6188865.65,SDFE2018,16093
570715000000026096,9/13/01,1300,60,50,Nordex,N 60/1300,530,Billund,LAND,Filskov by,1o,499391.07,6185445.83999999,SDFE2018,16094
570715000000026102,9/18/01,1300,60,50,Nordex,N 60/1300,530,Billund,LAND,Filskov by,1o,499472.599999999,6185628.73,SDFE2018,16095
570715000000026119,9/10/01,1300,60,50,Nordex,N 60/1300,530,Billund,LAND,"Filskov by, Filskov",2p,499655.45,6185546.65,SDFE2018,16096
570715000000026126,9/8/01,1300,60,50,Nordex,N 60/1300,530,Billund,LAND,"Filskov by, Filskov",2p,499736.88,6185729.42999999,SDFE2018,16097
570715000000026133,12/5/02,1300,60,50,Nordex,N 60/1300,530,Billund,LAND,Filskov by,1o,499554.869999999,6185810.83999999,SDFE2018,16098
570715000000026140,5/23/01,1300,60,50,Nordex,N 60/1300,530,Billund,LAND,Filskov by,2p m.fl,499573.809999999,6185364.11,SDFE2018,16099
570715000000032059,3/15/00,1000,60,50,NEG Micon,NM 1000/60,530,Billund,LAND,Nollund by,8b,492449.729999999,6181770.9,SDFE2018,140097
570715000000032066,3/15/00,1000,60,50,NEG Micon,NM 1000/60,530,Billund,LAND,Nollund by,1v,492260.359999999,6181878.49,SDFE2018,140098
570715000000032073,3/15/00,1000,60,50,NEG Micon,NM 1000/60,530,Billund,LAND,Nollund by,1x,492069.27,6181984.37999999,SDFE2018,140099
570715000000032080,3/15/00,1000,60,50,NEG Micon,NM 1000/60,530,Billund,LAND,Nollund by,7i,491883.59,6182094,SDFE2018,140100
570715000000032097,4/10/00,1000,60,50,NEG Micon,NM 1000/60,530,Billund,LAND,Trøllund by,3a,501296.849999999,6171774.26999999,SDFE2018,140102
570715000000032103,4/10/00,1000,60,50,NEG Micon,NM 1000/60,530,Billund,LAND,Trøllund by,3ø,501485.599999999,6171723.67999999,SDFE2018,140103
570715000000032110,4/10/00,1000,60,50,NEG Micon,NM 1000/60,530,Billund,LAND,Trøllund by,3l,501674.429999999,6171673.16999999,SDFE2018,140104
570715000000032127,4/10/00,1000,60,50,NEG Micon,NM 1000/60,530,Billund,LAND,Trøllund by,3c,501862.63,6171622.54999999,SDFE2018,140105
570715000000032219,2/14/01,1300,60,46,Nordex,N 60/1300,530,Billund,LAND,Urup by,5l,487562.919999999,6184643.08999999,SDFE2018,140567
570715000000032318,2/15/01,1300,60,46,Nordex,N 60/1300,530,Billund,LAND,Urup by,5p,488228.02,6184859.7,SDFE2018,141054
570715000000032325,8/8/01,1300,60,46,Nordex,N 60/1300,530,Billund,LAND,Urup by,5m,487896.25,6184751.08999999,SDFE2018,141055
570715000000032332,2/15/01,1300,60,46,Nordex,N 60/1300,530,Billund,LAND,Urup by,5b,488215.799999999,6185059.55999999,SDFE2018,141056
570715000000032349,9/6/01,1300,60,46,Nordex,N 60/1300,530,Billund,LAND,Urup by,5b,487882.909999999,6184951.07,SDFE2018,141057
570715000000032356,5/17/01,1300,60,46,Nordex,N 60/1300,530,Billund,LAND,Urup by,5b,488203.08,6185259.17999999,SDFE2018,141058
570715000000032363,8/14/01,1300,60,46,Nordex,N 60/1300,530,Billund,LAND,Urup by,5m,487870.369999999,6185151.16999999,SDFE2018,141059
570715000000032448,6/7/01,1300,60,46,Nordex,N 60/1300,530,Billund,LAND,Urup by,5l,487550.729999999,6184842.44,SDFE2018,141089
570715000000032455,6/7/01,1300,60,46,Nordex,N 60/1300,530,Billund,LAND,Urup by,5l,487537.419999999,6185041.91,SDFE2018,141090
570715000000034701,11/27/98,750,48,46,NEG Micon,NM 750-200/48,530,Billund,LAND,"Morsbøl By, Grindsted",1v,491991.21,6175888.57,SDFE2018,61529
570715000000034718,10/22/98,750,48,46,NEG Micon,NM 750-200/48,530,Billund,LAND,"Morsbøl By, Grindsted",1bf,491990.809999999,6175720.73,SDFE2018,61530
570715000000035548,8/4/00,1300,62,49,BONUS,"1,3 MW",530,Billund,LAND,Hinnum by,6a,499948.02,6178709.46999999,SDFE2018,62021
570715000000035555,8/4/00,1300,62,49,BONUS,"1,3 MW",530,Billund,LAND,Hinnum by,5a,499900.71,6179036.83,SDFE2018,62023
570715000000035623,10/1/99,750,44,50,NEG Micon,NM 44/750,530,Billund,LAND,Eg by,1z,488143.07,6180635.82,SDFE2018,62162
570715000000063718,12/10/02,1300,62,49,BONUS,1300 kW,530,Billund,LAND,"Stenderup By, Ansager",12as,489823.89,6170558.69,SDFE2018,344227018
570715000000063725,12/10/02,1300,62,49,BONUS,1300 kW,530,Billund,LAND,"Stenderup By, Ansager",12ar,489780.929999999,6170392.61,SDFE2018,344227019
570715000000064210,1/15/04,95,19.4,25,BONUS,95-20,530,Billund,LAND,"Vorbasse by, Vorbasse",10a,506494.849999999,6164675.21999999,SDFE2018,344227758
570715000000601309,11/20/12,3000,90,80,Vestas Wind Systems A/S,V 90-3 MW,530,Billund,LAND,"Gilbjerg By, Hejnsvig",1a,503496.19,6169445.67999999,SDFE2018,344238861
570715000000601316,11/20/12,3000,90,80,Vestas Wind Systems A/S,V 90-3 MW,530,Billund,LAND,"Gilbjerg By, Hejnsvig",1a,503231.909999999,6169583.75999999,SDFE2018,344238864
570715000000601323,11/21/12,3000,90,80,Vestas Wind Systems A/S,V 90-3 MW,530,Billund,LAND,"Gilbjerg By, Hejnsvig",3a,502968.299999999,6169720.71999999,SDFE2018,344238865
570715000000601330,11/20/12,3000,90,80,Vestas Wind Systems A/S,V 90-3 MW,530,Billund,LAND,"Gilbjerg By, Hejnsvig",2o,502702.809999999,6169860.46999999,SDFE2018,344238866
570715000000719868,11/13/12,3075,112,84,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,"Jerrig by, Grindsted",2b,490581.03,6181838.54,SDFE2018,344238898
570715000000721793,11/5/12,3075,112,84,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,"Jerrig by, Grindsted",2b,490315,6182045.95,SDFE2018,344238899
570715000000722233,11/8/12,3075,112,84,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Jeerrig by,2p,490048.63,6182253.00999999,SDFE2018,344238900
570715000001262271,3/19/13,3075,112,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,486575.21,6185007.78,SDFE2018,344239076
570715000001262400,3/19/13,3075,112,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,486598.28,6184649.42999999,SDFE2018,344239077
570715000001262561,3/19/13,3075,112,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,486621.309999999,6184297.96999999,SDFE2018,344239078
570715000001262660,3/21/13,3075,112,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,487059.07,6185157.13999999,SDFE2018,344239079
570715000001262684,3/21/13,3075,112,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,487081.849999999,6184800.65,SDFE2018,344239080
570715000001264855,3/22/13,3075,112,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,487105.52,6184447.51999999,SDFE2018,344239081
570715000001338242,9/12/13,2300,93,80,SIEMENS,SWT 2.3-93,530,Billund,LAND,"Filskov By, Filskov",23b,503018.88,6188008.7,SDFE2018,16113
570715000001338310,9/12/13,2300,93,80,SIEMENS,SWT 2.3-93,530,Billund,LAND,"Filskov By, Filskov",5ab,502911.309999999,6187751.29999999,SDFE2018,16114
570715000001338389,9/24/13,2300,93,80,SIEMENS,SWT 2.3-93,530,Billund,LAND,"Filskov By, Filskov",5m,502804.75,6187496.9,SDFE2018,16115
570715000001493651,12/4/15,10,13,18.2,CIRKEL Energi,V/12M/S,530,Billund,Land,,,501023.33,6181270.75999999,SDFE2018,
570715000001501547,12/18/15,10,13,18,Gaia-Wind Ltd,Gaia Wind 133-10 kW,530,Billund,Land,,,500084.95,6184942.61,SDFE2018,
570715000001546791,10/12/16,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,530,Billund,Land,,,,,Stamdata,
571313134402392213,7/23/13,2000,80,78,Vestas Wind Systems A/S,V 80-2 MW VCS,530,Billund,LAND,"Trøllund By, Hejnsvig",2i,503494.09,6172288.44,SDFE2018,344239221
571313134402392220,7/25/13,2000,80,78,Vestas Wind Systems A/S,V 80-2 MW VCS,530,Billund,LAND,"Trøllund By, Hejnsvig",2i,503349.4,6172483.9,SDFE2018,344239222
571313134402392268,7/23/13,2000,80,78,Vestas Wind Systems A/S,V 80-2 MW VCS,530,Billund,LAND,Trøllund By Hejnsvig,1b,503200.14,6172680.16999999,SDFE2018,344239226
571313134402394088,1/20/14,25,13,18,HSWind Aps,Viking 25,530,Billund,Land,,,490932.809999999,6174309.9,SDFE2018,
570715000000049675,6/22/00,1000,54.2,45,BONUS,1 MW,540,Sønderborg,LAND,Skelde Ejerlav,7,547404.859999999,6076972.78,SDFE2018,200124
570715000000049682,6/27/00,1000,54.2,45,BONUS,1 MW,540,Sønderborg,LAND,Skelde Ejerlav,7,547561.089999999,6077101.57,SDFE2018,200125
570715000000050039,6/16/97,600,44,45,Vestas Wind Systems A/S,V 44-600,540,Sønderborg,LAND,StenderupNybøl,9,543796.02,6088200.92999999,SDFE2018,200210
570715000000050046,6/16/97,600,44,45,Vestas Wind Systems A/S,V 44-600,540,Sønderborg,LAND,StenderupNybøl,176,543834.03,6088029.91,SDFE2018,200211
570715000000050091,5/11/96,600,44,50,BONUS,600 kW,540,Sønderborg,LAND,Skovby,10,567022.739999999,6081708.2,SDFE2018,200215
570715000000050107,5/11/96,600,44,50,BONUS,600 kW,540,Sønderborg,LAND,Skovby,10,567084.31,6081505.08999999,SDFE2018,200215
570715000000050114,5/11/96,600,44,50,BONUS,600 kW,540,Sønderborg,LAND,Skovby,10,567257.699999999,6081693.63999999,SDFE2018,200215
570715000000050121,5/11/96,600,44,50,BONUS,600 kW,540,Sønderborg,LAND,Skovby,10,567319.06,6081490.32,SDFE2018,200215
570715000000050138,5/11/96,600,44,50,BONUS,600 kW,540,Sønderborg,LAND,Skovby,10,567492.979999999,6081678.54999999,SDFE2018,200215
570715000000050145,5/11/96,600,44,50,BONUS,600 kW,540,Sønderborg,LAND,Skovby,10,567553.949999999,6081475.45,SDFE2018,200215
570715000000050152,5/11/96,600,44,50,BONUS,600 kW,540,Sønderborg,LAND,Skovby,10,567727.9,6081664.20999999,SDFE2018,200215
570715000000050183,4/29/93,450,35,35,BONUS,450 kW,540,Sønderborg,LAND,Nygård Kegnæs,23,562698.77,6079085.70999999,SDFE2018,200218
570715000000050268,9/17/90,250,26,30,NEG Micon,NM 530-250,540,Sønderborg,LAND,Stolbroløkke,10,551334.859999999,6093237.83999999,SDFE2018,200223
570715000000050275,10/17/90,250,26,30,NEG Micon,NM 530-250,540,Sønderborg,LAND,Stolbroløkke,10,551605.4,6093232.74,SDFE2018,200223
570715000000050305,6/22/90,450,35,35,BONUS,450 kW,540,Sønderborg,LAND,Sønderby,2,555809.739999999,6081713.79999999,SDFE2018,200225
570715000000050312,6/22/90,450,35,35,BONUS,450 kW,540,Sønderborg,LAND,Sønderby,2,555858.939999999,6081619.17999999,SDFE2018,200225
570715000000107115,3/21/11,11,13,18,Ukendt,Ukendt,540,Sønderborg,Land,,,546249.28,6091477.33999999,SDFE2018,
570715000000458323,11/26/12,11,13,18.3,Ukendt,Ukendt,540,Sønderborg,Land,,,546868.04,6087470.34999999,SDFE2018,
570715000001269089,4/9/13,2300,93,80,SIEMENS,SWT 2.3-93,540,Sønderborg,LAND,Mintebjerg,114,560879.369999999,6085104.32,SDFE2018,4579508
570715000001269140,4/11/13,2300,93,80,SIEMENS,SWT 2.3-93,540,Sønderborg,LAND,Mintebjerg Hørup,116,561019.849999999,6084904.08999999,SDFE2018,44579509
571313134499056678,12/9/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,540,Sønderborg,Land,,,,,Stamdata,
571313134499057453,1/19/17,10,14,18,Solid Wind Power A/S,SWP10-14TG20,540,Sønderborg,Land,,,,,Stamdata,
571313134499057613,1/25/17,10,14,18,Solid Wind Power A/S,SWP10-14TG20,540,Sønderborg,Land,,,,,Stamdata,
571313134499058443,1/12/17,10,14,18,Solid Wind Power A/S,SWP10-14TG20,540,Sønderborg,Land,,,,,Stamdata,
571313134499071558,6/2/17,10,13,18.4,Gaia-Wind Ltd,Gaia Wind 133-10 kW,540,Sønderborg,Land,,,,,Stamdata,
571313134499218670,4/14/19,10,7.1,21.4,Ukendt,Ukendt,540,Sønderborg,Land,,,,,Stamdata,
571313144500816948,10/28/15,10,16,17,Solid Wind Power A/S,SWP-10-16 TG20,540,Sønderborg,Land,,,547516.599999999,6077471.83999999,SDFE2018,
571313144500821898,12/18/15,10,13,18,Gaia-Wind Ltd,Gaia Wind 133-10 kW,540,Sønderborg,Land,,,,,Stamdata,
571313144500821911,2/29/16,10,7.1,21.4,Ukendt,Ukendt,540,Sønderborg,Land,,,542153.619999999,6100588.84999999,SDFE2018,
571313144500823984,3/2/16,25,14,18,Solid Wind Power A/S,SWP25-14TG20,540,Sønderborg,Land,,,,,Stamdata,
570715000000045202,12/21/88,180,23.2,30,Wind World,WW 2320-180,550,Tønder,LAND,Åbøl,136,504689.13,6121416.54999999,SDFE2018,21345
570715000000045233,2/20/89,250,24,30,NEG Micon,NM 450-250,550,Tønder,LAND,Arrild,4,497431.169999999,6110805.07,SDFE2018,21375
570715000000045264,9/14/89,180,23.2,30,Wind World,WW 2320-180,550,Tønder,LAND,Åbøl,136,504732.38,6121329.5,SDFE2018,21455
570715000000045271,11/7/89,250,27,40,Nordex,N 27,550,Tønder,LAND,Bovlund,216,502924.08,6106620.08999999,SDFE2018,21457
570715000000045325,8/28/91,150,0.1,0.1,Ukendt,Ukendt,550,Tønder,LAND,Bovlund,17,506140.77,6106836.25,SDFE2018,21859
570715000000045332,8/28/91,150,0.1,0.1,Ukendt,Ukendt,550,Tønder,LAND,Bovlund,17,506120.53,6106653.2,SDFE2018,21860
570715000000045370,11/20/92,250,0.1,0.1,Ukendt,Ukendt,550,Tønder,LAND,Bovlund,17,506160.21,6107020.13999999,SDFE2018,22140
570715000000045387,5/10/93,250,0.1,0.1,Ukendt,Ukendt,550,Tønder,LAND,Bovlund,17,506101.039999999,6106472.16999999,SDFE2018,22149
570715000000045400,9/16/96,600,43,45,NEG Micon,NM 1500-600/150,550,Tønder,LAND,Arrild,943,497252.109999999,6110627.83,SDFE2018,22723
570715000000045417,9/16/96,600,43,45,NEG Micon,NM 1500-600/150,550,Tønder,LAND,Arrild,946,497271.63,6110487.16999999,SDFE2018,22723
570715000000045424,9/16/96,600,43,45,NEG Micon,NM 1500-600/150,550,Tønder,LAND,Arrild,947,497290.84,6110345.62,SDFE2018,22723
570715000000045455,11/30/96,750,44,46,NEG Micon,NM 1500-750/175,550,Tønder,LAND,"Roost, Arrild",227b,500797.419999999,6107787.9,SDFE2018,22860
570715000000045462,10/7/96,750,43,46,NEG Micon,NM 1500-750/175,550,Tønder,LAND,"Roost, Arrild",208,500450.469999999,6107995.03,SDFE2018,22860
570715000000045479,10/7/96,750,44,46,NEG Micon,NM 1500-750/175,550,Tønder,LAND,"Roost, Arrild",207,500624.19,6107891.54,SDFE2018,22860
570715000000045486,1/1/97,600,43,46,Nordex,N 43/600,550,Tønder,LAND,Mellerup,151,512818.84,6105707.61,SDFE2018,22861
570715000000045493,2/22/97,600,43,46,Nordex,N 43/600,550,Tønder,LAND,Mellerup,155,512783.539999999,6105937.74,SDFE2018,22862
